,budget,compound_score,genres,original_title,production_companies,release_date,revenue,runtime,vote_average,vote_count
4970,40000000,0.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",Baahubali 2: The Conclusion,"[{""id"": 57946, ""logo_path"": None, ""name"": ""Arka Media Works"", ""origin_country"": """"}]",2017-04-27,141506436,168.0,6.9,213
4971,0,0.4588,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",Perfectos desconocidos,"[{""id"": 2674, ""logo_path"": ""/bkgwJWvqqLuzsXV2Qv3Mg3wfcNZ.png"", ""name"": ""teleCinco Cinema"", ""origin_country"": ""ES""}, {""id"": 10012, ""logo_path"": None, ""name"": ""Nadie es Perfecto"", ""origin_country"": """"}, {""id"": 21632, ""logo_path"": ""/gEto1Q487D4JPriz2qVfkkvyqjy.png"", ""name"": ""Mediaset España"", ""origin_country"": ""ES""}, {""id"": 32485, ""logo_path"": None, ""name"": ""Pokeepsie Films"", ""origin_country"": """"}, {""id"": 67412, ""logo_path"": ""/vgVqq5hunVs8GN5Je9d9rG7Q2NU.png"", ""name"": ""Movistar+"", ""origin_country"": ""ES""}]",2017-12-01,0,100.0,6.7,155
4972,0,-0.4276,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",6 Days,"[{""id"": 12142, ""logo_path"": ""/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png"", ""name"": ""XYZ Films"", ""origin_country"": ""US""}, {""id"": 13742, ""logo_path"": None, ""name"": ""General Film Corporation"", ""origin_country"": """"}]",2017-08-03,4886,95.0,5.9,206
4973,0,0.1531,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",In a Heartbeat,"[{""id"": 18359, ""logo_path"": ""/kCKM088vKrlqO6ch2ClT6eCCV5j.png"", ""name"": ""Ringling College of Art and Design"", ""origin_country"": ""US""}]",2017-06-01,0,4.0,8.3,445
4974,20000000,-0.947,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",The Shack,"[{""id"": 491, ""logo_path"": ""/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png"", ""name"": ""Summit Entertainment"", ""origin_country"": ""US""}, {""id"": 32555, ""logo_path"": None, ""name"": ""Netter Productions"", ""origin_country"": """"}]",2017-03-03,92924405,132.0,7.0,609
4975,10000000,0.9682,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",The Star,"[{""id"": 61377, ""logo_path"": None, ""name"": ""Franklin Entertainment"", ""origin_country"": """"}, {""id"": 2251, ""logo_path"": ""/8PUjvTVmtJDdDXURTaSoPID0Boj.png"", ""name"": ""Sony Pictures Animation"", ""origin_country"": ""US""}]",2017-11-15,0,86.0,5.1,167
4976,25000000,-0.5267,"[{""id"": 35, ""name"": ""Comedy""}]",Father Figures,"[{""id"": 1088, ""logo_path"": ""/9WOE5AQUXbOtLU6GTwfjS8OMF0v.png"", ""name"": ""Alcon Entertainment"", ""origin_country"": ""US""}, {""id"": 2364, ""logo_path"": ""/oZyR5maGM96jReVgW7oJ7mXN8ts.png"", ""name"": ""The Montecito Picture Company"", ""origin_country"": ""US""}, {""id"": 10289, ""logo_path"": None, ""name"": ""DMG Entertainment"", ""origin_country"": """"}]",2017-12-21,25601244,125.0,5.8,135
4977,0,-0.3818,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",Rock'n Roll,"[{""id"": 7981, ""logo_path"": ""/6Yv1gIAuGkHS5Vis4UjnqHhCPWV.png"", ""name"": ""Pathé!"", ""origin_country"": ""FR""}, {""id"": 1115, ""logo_path"": ""/ntH7T5gsN6wtyrfHGHJDTuneQ7o.png"", ""name"": ""M6 Films"", ""origin_country"": ""FR""}, {""id"": 2612, ""logo_path"": None, ""name"": ""Les Productions du Trésor"", ""origin_country"": """"}]",2017-02-15,0,123.0,5.2,339
4978,0,0.6705,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",Rememory,"[{""id"": 95260, ""logo_path"": None, ""name"": ""Strophic Productions Limited"", ""origin_country"": """"}, {""id"": 7424, ""logo_path"": None, ""name"": ""First Point Entertainment"", ""origin_country"": """"}, {""id"": 61011, ""logo_path"": None, ""name"": ""Scythia Films"", ""origin_country"": ""CA""}]",2017-09-08,0,111.0,6.0,161
4979,0,-0.6908,"[{""id"": 18, ""name"": ""Drama""}]",Lady Macbeth,"[{""id"": 74150, ""logo_path"": None, ""name"": ""iFeatures"", ""origin_country"": """"}, {""id"": 92473, ""logo_path"": None, ""name"": ""Sixty Six Pictures"", ""origin_country"": """"}, {""id"": 288, ""logo_path"": ""/wdmwQuV4R1MIr8A78izZkC184uC.png"", ""name"": ""BBC Films"", ""origin_country"": ""GB""}, {""id"": 7281, ""logo_path"": ""/vuDafYIcuoY0YyvgcqtjXOKwn6Q.png"", ""name"": ""British Film Institute (BFI)"", ""origin_country"": ""GB""}, {""id"": 64479, ""logo_path"": ""/6Do505ZuMYZYea4mX8WEGhydmnl.png"", ""name"": ""Creative England"", ""origin_country"": ""GB""}, {""id"": 92474, ""logo_path"": None, ""name"": ""Oldgarth Media"", ""origin_country"": """"}]",2017-01-20,1129408,89.0,6.7,198
4980,0,-0.8402,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Napoli velata,"[{""id"": 19385, ""logo_path"": None, ""name"": ""R&C Produzioni"", ""origin_country"": """"}]",2017-12-28,0,113.0,6.2,109
4981,12000000,0.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Home Again,"[{""id"": 79315, ""logo_path"": None, ""name"": ""Black Bicycle Entertainment"", ""origin_country"": """"}]",2017-09-07,27020284,97.0,5.9,384
4982,0,-0.5423,"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 12, ""name"": ""Adventure""}]",Descendants 2,"[{""id"": 3213, ""logo_path"": None, ""name"": ""Disney Channel"", ""origin_country"": """"}]",2017-07-21,0,111.0,7.3,454
4983,3400000,0.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",Rip Tide,"[{""id"": 78680, ""logo_path"": None, ""name"": ""The Steve Jaggi Company"", ""origin_country"": """"}]",2017-06-10,0,,5.9,123
4984,0,-0.9231,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Jungle,"[{""id"": 10950, ""logo_path"": None, ""name"": ""Screen Queensland"", ""origin_country"": """"}, {""id"": 7584, ""logo_path"": ""/kUYglxdeMwHWEWezvQrI8NnHH0q.png"", ""name"": ""Screen Australia"", ""origin_country"": ""AU""}, {""id"": 94693, ""logo_path"": None, ""name"": ""Babber Films"", ""origin_country"": """"}, {""id"": 94694, ""logo_path"": ""/4JM71Cenz8paaUv7sO51ITUcjq9.png"", ""name"": ""Cutting Edge Group"", ""origin_country"": ""US""}, {""id"": 105801, ""logo_path"": None, ""name"": ""MIFF Premiere Fund"", ""origin_country"": """"}]",2017-10-20,0,113.0,5.9,522
4985,0,-0.7003,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",メアリと魔女の花,"[{""id"": 84493, ""logo_path"": None, ""name"": ""Studio Ponoc"", ""origin_country"": """"}]",2017-07-08,0,103.0,7.1,128
4986,0,0.743,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",Once Upon a Time in Venice,"[{""id"": 6626, ""logo_path"": None, ""name"": ""Voltage Pictures"", ""origin_country"": ""US""}]",2017-06-08,0,94.0,5.1,222
4987,0,-0.6369,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Gerald's Game,"[{""id"": 1224, ""logo_path"": None, ""name"": ""Intrepid Pictures"", ""origin_country"": """"}]",2017-09-19,0,103.0,6.5,975
4988,24100000,-0.989,"[{""id"": 18, ""name"": ""Drama""}]",Au Revoir Là-Haut,"[{""id"": 9, ""logo_path"": ""/nda3dTUYdDrJ6rZqBpYvY865aDv.png"", ""name"": ""Gaumont"", ""origin_country"": ""FR""}]",2017-10-25,0,117.0,8.0,364
4989,0,0.7351,"[{""id"": 35, ""name"": ""Comedy""}]",Épouse-moi mon pote,"[{""id"": 694, ""logo_path"": ""/5LEHONGkZBIoWvp1ygHOF8iyi1M.png"", ""name"": ""StudioCanal"", ""origin_country"": ""FR""}, {""id"": 1115, ""logo_path"": ""/ntH7T5gsN6wtyrfHGHJDTuneQ7o.png"", ""name"": ""M6 Films"", ""origin_country"": ""FR""}, {""id"": 13319, ""logo_path"": ""/eEaB6ztT13s4vhM9iqsMOn7VU7Z.png"", ""name"": ""Axel Films"", ""origin_country"": ""FR""}]",2017-10-25,0,92.0,6.4,291
4990,10000000,-0.7466,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",Acts of Vengeance,"[{""id"": 74795, ""logo_path"": None, ""name"": ""Nu Boyana Film Studios"", ""origin_country"": """"}]",2017-10-27,0,87.0,5.8,122
4991,25000000,0.3818,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",Going in Style,"[{""id"": 79, ""logo_path"": ""/tpFpsqbleCzEE2p5EgvUq6ozfCA.png"", ""name"": ""Village Roadshow Pictures"", ""origin_country"": ""US""}, {""id"": 12, ""logo_path"": ""/iaYpEp3LQmb8AfAtmTvpqd4149c.png"", ""name"": ""New Line Cinema"", ""origin_country"": ""US""}, {""id"": 2609, ""logo_path"": ""/ocmrEBfmecJvrbIM4C50vjYWtlq.png"", ""name"": ""De Line Pictures"", ""origin_country"": ""US""}, {""id"": 41624, ""logo_path"": ""/wzKxIeQKlMP0y5CaAw25MD6EQmf.png"", ""name"": ""RatPac-Dune Entertainment"", ""origin_country"": ""US""}, {""id"": 174, ""logo_path"": ""/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png"", ""name"": ""Warner Bros. Pictures"", ""origin_country"": ""US""}]",2017-04-06,84618541,96.0,6.6,951
4992,1500000,-0.1027,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",iBoy,"[{""id"": 8875, ""logo_path"": None, ""name"": ""Pretty Pictures"", ""origin_country"": """"}, {""id"": 12142, ""logo_path"": ""/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png"", ""name"": ""XYZ Films"", ""origin_country"": ""US""}, {""id"": 55142, ""logo_path"": None, ""name"": ""Wigwam Films"", ""origin_country"": """"}, {""id"": 59811, ""logo_path"": ""/wwemzKWzjKYJFfCeiB57q3r4Bcm.png"", ""name"": ""Netflix"", ""origin_country"": ""US""}]",2017-01-27,0,90.0,6.1,511
4993,0,-0.5267,"[{""id"": 35, ""name"": ""Comedy""}]",Le Brio,"[{""id"": 58566, ""logo_path"": None, ""name"": ""Moonshaker"", ""origin_country"": """"}, {""id"": 20339, ""logo_path"": None, ""name"": ""Chapter 2"", ""origin_country"": """"}]",2017-11-22,0,95.0,7.3,210
4994,0,-0.9042,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",Last Flag Flying,"[{""id"": 88582, ""logo_path"": None, ""name"": ""Cinetic Media"", ""origin_country"": """"}, {""id"": 20580, ""logo_path"": ""/tkFE81jJIqiFYPP8Tho57MXRQEx.png"", ""name"": ""Amazon Studios"", ""origin_country"": ""US""}, {""id"": 6831, ""logo_path"": ""/ojg8jqsVLGDvuJowOkZQZVV42AA.png"", ""name"": ""Big Indie Pictures"", ""origin_country"": ""US""}]",2017-02-01,0,124.0,6.9,106
4995,6277106,-0.5267,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",Притяжение,"[{""id"": 89458, ""logo_path"": None, ""name"": ""Vodorod 2011"", ""origin_country"": """"}, {""id"": 3451, ""logo_path"": None, ""name"": ""Art Pictures Studio"", ""origin_country"": """"}]",2017-01-26,0,130.0,5.9,134
4996,19000000,0.6705,"[{""id"": 35, ""name"": ""Comedy""}]",Girls Trip,"[{""id"": 49968, ""logo_path"": None, ""name"": ""Will Packer Productions"", ""origin_country"": """"}, {""id"": 33, ""logo_path"": ""/8lvHyhjr8oUKOOy2dKXoALWKdp0.png"", ""name"": ""Universal Pictures"", ""origin_country"": ""US""}]",2017-07-21,140886353,122.0,6.8,750
4997,3500000,-0.9022,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",Batman and Harley Quinn,"[{""id"": 429, ""logo_path"": ""/2Tc1P3Ac8M479naPp1kYT3izLS5.png"", ""name"": ""DC Comics"", ""origin_country"": ""US""}, {""id"": 9993, ""logo_path"": ""/2Tc1P3Ac8M479naPp1kYT3izLS5.png"", ""name"": ""DC Entertainment"", ""origin_country"": ""US""}, {""id"": 2785, ""logo_path"": ""/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png"", ""name"": ""Warner Bros. Animation"", ""origin_country"": ""US""}]",2017-08-14,0,74.0,5.8,190
4998,40000000,0.2263,"[{""id"": 35, ""name"": ""Comedy""}]",The House,"[{""id"": 79, ""logo_path"": ""/tpFpsqbleCzEE2p5EgvUq6ozfCA.png"", ""name"": ""Village Roadshow Pictures"", ""origin_country"": ""US""}, {""id"": 12, ""logo_path"": ""/iaYpEp3LQmb8AfAtmTvpqd4149c.png"", ""name"": ""New Line Cinema"", ""origin_country"": ""US""}, {""id"": 4740, ""logo_path"": None, ""name"": ""Gary Sanchez Productions"", ""origin_country"": """"}, {""id"": 17393, ""logo_path"": None, ""name"": ""Good Universe"", ""origin_country"": """"}]",2017-06-29,0,88.0,5.8,306
4999,0,0.25,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Professor Marston and the Wonder Women,"[{""id"": 81524, ""logo_path"": None, ""name"": ""Topple Productions"", ""origin_country"": """"}, {""id"": 92611, ""logo_path"": None, ""name"": ""Boxspring Entertainment"", ""origin_country"": """"}, {""id"": 21514, ""logo_path"": None, ""name"": ""Opposite Field Pictures"", ""origin_country"": """"}]",2017-10-13,1584759,108.0,7.2,206
5000,25000000,0.25,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Tulip Fever,"[{""id"": 4, ""logo_path"": ""/fycMZt242LVjagMByZOLUGbCvv3.png"", ""name"": ""Paramount"", ""origin_country"": ""US""}, {""id"": 2054, ""logo_path"": None, ""name"": ""Ruby Films"", ""origin_country"": """"}, {""id"": 9015, ""logo_path"": None, ""name"": ""Worldview Entertainment"", ""origin_country"": """"}, {""id"": 308, ""logo_path"": ""/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png"", ""name"": ""The Weinstein Company"", ""origin_country"": ""US""}]",2017-07-13,3425664,107.0,6.2,145
5001,0,-0.34,"[{""id"": 35, ""name"": ""Comedy""}]",Wilson,"[{""id"": 2361, ""logo_path"": None, ""name"": ""Ad Hominem Enterprises"", ""origin_country"": """"}]",2017-03-24,653951,94.0,5.8,162
5002,10000000,0.3291,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",The Book of Henry,"[{""id"": 737, ""logo_path"": ""/dK1GZ1u4our8sJW0Sts1JHeNSLn.png"", ""name"": ""Sidney Kimmel Entertainment"", ""origin_country"": ""US""}, {""id"": 10138, ""logo_path"": ""/r67HWrAbCShfwWREWo2MlXsSK3B.png"", ""name"": ""Double Nickel Entertainment"", ""origin_country"": ""US""}]",2017-06-16,4504974,105.0,7.5,380
5003,22000000,0.6808,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Diary of a Wimpy Kid: The Long Haul,"[{""id"": 25, ""logo_path"": ""/qZCc1lty5FzX30aOCVRBLzaVmcp.png"", ""name"": ""20th Century Fox"", ""origin_country"": ""US""}]",2017-05-19,40120144,91.0,5.4,116
5004,0,0.0,"[{""id"": 53, ""name"": ""Thriller""}]",Black Butterfly,"[{""id"": 2108, ""logo_path"": None, ""name"": ""Battleplan Productions"", ""origin_country"": """"}, {""id"": 27753, ""logo_path"": None, ""name"": ""Ambi Pictures"", ""origin_country"": """"}, {""id"": 59663, ""logo_path"": None, ""name"": ""Compadre Entertainment"", ""origin_country"": """"}, {""id"": 72810, ""logo_path"": None, ""name"": ""Paradox Studios"", ""origin_country"": """"}]",2017-05-26,0,93.0,6.4,196
5005,5000000,0.5574,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",Table 19,"[{""id"": 88548, ""logo_path"": None, ""name"": ""Story Ink"", ""origin_country"": """"}, {""id"": 2575, ""logo_path"": ""/9YJrHYlcfHtwtulkFMAies3aFEl.png"", ""name"": ""21 Laps Entertainment"", ""origin_country"": """"}, {""id"": 19632, ""logo_path"": None, ""name"": ""3311 Productions"", ""origin_country"": """"}]",2017-03-03,5042014,87.0,6.0,401
5006,0,-0.7003,"[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",Justice League Dark,"[{""id"": 2785, ""logo_path"": ""/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png"", ""name"": ""Warner Bros. Animation"", ""origin_country"": ""US""}, {""id"": 9993, ""logo_path"": ""/2Tc1P3Ac8M479naPp1kYT3izLS5.png"", ""name"": ""DC Entertainment"", ""origin_country"": ""US""}]",2017-01-24,0,75.0,6.9,268
5007,0,-0.8225,"[{""id"": 18, ""name"": ""Drama""}]",Una mujer fantástica,"[{""id"": 1618, ""logo_path"": None, ""name"": ""Komplizen Film"", ""origin_country"": """"}, {""id"": 6735, ""logo_path"": ""/6yyByQrmTAgJv0QzZ1Eh1jiGX4R.png"", ""name"": ""Participant Media"", ""origin_country"": ""US""}, {""id"": 24459, ""logo_path"": None, ""name"": ""Fabula"", ""origin_country"": """"}]",2017-04-06,1880736,104.0,7.1,164
5008,5741614,-0.7184,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",Thelma,"[{""id"": 9286, ""logo_path"": None, ""name"": ""The Orchard"", ""origin_country"": ""US""}, {""id"": 850, ""logo_path"": ""/aF7qajGJGtMpdrtvssM9g90YanX.png"", ""name"": ""Eurimages"", ""origin_country"": """"}, {""id"": 2783, ""logo_path"": None, ""name"": ""Motlys"", ""origin_country"": """"}, {""id"": 5125, ""logo_path"": ""/t3oWTsVukmEzrZzvfr37XRBibo5.png"", ""name"": ""Le Pacte"", ""origin_country"": ""FR""}, {""id"": 6417, ""logo_path"": None, ""name"": ""Film i Väst"", ""origin_country"": """"}, {""id"": 11679, ""logo_path"": None, ""name"": ""Nordic Film och TV Fund"", ""origin_country"": """"}, {""id"": 94798, ""logo_path"": None, ""name"": ""Snowglobe Films"", ""origin_country"": """"}, {""id"": 16551, ""logo_path"": ""/8VlPbyw3BoflxIDGkyUiQnEaair.png"", ""name"": ""Norsk Filminstitutt"", ""origin_country"": ""NO""}]",2017-09-15,81182,116.0,7.0,198
5009,22000000,-0.4019,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","Roman J. Israel, Esq.","[{""id"": 97247, ""logo_path"": None, ""name"": ""Culture China - Image Nation Abu Dhabi Fund"", ""origin_country"": """"}, {""id"": 10246, ""logo_path"": ""/rREvQNWAxkDfY9CDn2c5YxEMPdP.png"", ""name"": ""Cross Creek Pictures"", ""origin_country"": ""US""}, {""id"": 13240, ""logo_path"": None, ""name"": ""Bron Studios"", ""origin_country"": ""CA""}]",2017-11-10,11942780,129.0,5.9,272
5010,0,0.3612,"[{""id"": 35, ""name"": ""Comedy""}]",Alibi.com,"[{""id"": 694, ""logo_path"": ""/5LEHONGkZBIoWvp1ygHOF8iyi1M.png"", ""name"": ""StudioCanal"", ""origin_country"": ""FR""}, {""id"": 356, ""logo_path"": ""/9tW5wZEGotn1Ei5pErA88m47XiD.png"", ""name"": ""TF1 Films Production"", ""origin_country"": ""FR""}]",2017-02-15,222430,90.0,6.7,697
5011,10000000,0.3182,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",Song to Song,"[{""id"": 7493, ""logo_path"": ""/tVj6x1okqRtQjul2OYKpXrgx9zy.png"", ""name"": ""FilmNation Entertainment"", ""origin_country"": """"}, {""id"": 43155, ""logo_path"": None, ""name"": ""Buckeye Pictures"", ""origin_country"": """"}, {""id"": 49389, ""logo_path"": None, ""name"": ""Broad Green Pictures"", ""origin_country"": """"}]",2017-03-17,443684,129.0,5.4,341
5012,60000000,0.1531,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",War Machine,"[{""id"": 59811, ""logo_path"": ""/wwemzKWzjKYJFfCeiB57q3r4Bcm.png"", ""name"": ""Netflix"", ""origin_country"": ""US""}, {""id"": 81, ""logo_path"": ""/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png"", ""name"": ""Plan B Entertainment"", ""origin_country"": ""US""}]",2017-05-26,0,122.0,5.6,404
5013,17000000,-0.8442,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",The Hunter's Prayer,"[{""id"": 55257, ""logo_path"": None, ""name"": ""Maple Leaf Films"", ""origin_country"": """"}, {""id"": 816, ""logo_path"": None, ""name"": ""FilmEngine"", ""origin_country"": """"}, {""id"": 2690, ""logo_path"": ""/9XXpd39mDfkWmcNB6R0tpvzo781.png"", ""name"": ""Screen Yorkshire"", ""origin_country"": ""GB""}, {""id"": 9987, ""logo_path"": None, ""name"": ""Lipsync Productions"", ""origin_country"": """"}, {""id"": 60081, ""logo_path"": None, ""name"": ""Vandal Entertainment"", ""origin_country"": """"}, {""id"": 73216, ""logo_path"": None, ""name"": ""Apollo Media"", ""origin_country"": """"}, {""id"": 89994, ""logo_path"": None, ""name"": ""Full Clip Productions"", ""origin_country"": """"}, {""id"": 89995, ""logo_path"": None, ""name"": ""HP Yorkshire Limited"", ""origin_country"": """"}, {""id"": 94278, ""logo_path"": None, ""name"": ""Hunters Prayer Production Spain"", ""origin_country"": """"}]",2017-06-08,0,91.0,5.7,114
5014,0,-0.5267,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}]",El bar,"[{""id"": 10012, ""logo_path"": None, ""name"": ""Nadie es Perfecto"", ""origin_country"": """"}, {""id"": 29566, ""logo_path"": None, ""name"": ""Atresmedia Cine"", ""origin_country"": """"}, {""id"": 32485, ""logo_path"": None, ""name"": ""Pokeepsie Films"", ""origin_country"": """"}, {""id"": 85516, ""logo_path"": None, ""name"": ""El Bar Producciones"", ""origin_country"": """"}]",2017-02-15,0,102.0,6.2,382
5015,7500000,0.8176,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",Borg vs McEnroe,"[{""id"": 235, ""logo_path"": ""/f2CDHpbnKPXmYJRpq8CRZwhEGDD.png"", ""name"": ""Nordisk Film"", ""origin_country"": """"}, {""id"": 2396, ""logo_path"": ""/v0U7OZwjgv2vmiHbS2HNqjX9MEc.png"", ""name"": ""Finnish Film Foundation"", ""origin_country"": ""FI""}, {""id"": 6417, ""logo_path"": None, ""name"": ""Film i Väst"", ""origin_country"": """"}, {""id"": 66903, ""logo_path"": None, ""name"": ""Yellow Film & TV"", ""origin_country"": """"}, {""id"": 12985, ""logo_path"": ""/uRymXGaLN9pWScoajjiXHirTcQk.png"", ""name"": ""SF Studio"", ""origin_country"": ""SE""}, {""id"": 118, ""logo_path"": ""/AiBorgNTCS1lT1FdFPYheax9jfF.png"", ""name"": ""Det Danske Filminstitut"", ""origin_country"": ""DK""}, {""id"": 2302, ""logo_path"": ""/fzxheYVOrjErOMDo0kgN6WsOZxg.png"", ""name"": ""Svenska Filminstitutet"", ""origin_country"": ""SE""}, {""id"": 2999, ""logo_path"": ""/zGSqFee9aDgDuLD6vcs2mcJUem4.png"", ""name"": ""SVT"", ""origin_country"": ""SE""}]",2017-09-06,16657800,107.0,7.0,260
5016,10000000,-0.8934,"[{""id"": 18, ""name"": ""Drama""}]",Mudbound,"[{""id"": 77951, ""logo_path"": None, ""name"": ""Zeal Media"", ""origin_country"": """"}, {""id"": 35849, ""logo_path"": None, ""name"": ""Armory Films"", ""origin_country"": """"}, {""id"": 22146, ""logo_path"": None, ""name"": ""Black Bear Pictures"", ""origin_country"": """"}, {""id"": 86724, ""logo_path"": None, ""name"": ""Elevated Films (II)"", ""origin_country"": """"}, {""id"": 79426, ""logo_path"": None, ""name"": ""MACRO"", ""origin_country"": """"}, {""id"": 88554, ""logo_path"": None, ""name"": ""MMC Joule Films"", ""origin_country"": """"}]",2017-11-17,0,135.0,7.7,376
5017,0,-0.3506,"[{""id"": 18, ""name"": ""Drama""}]",The Exception,"[{""id"": 44224, ""logo_path"": None, ""name"": ""Egoli Tossell Film"", ""origin_country"": """"}, {""id"": 85554, ""logo_path"": None, ""name"": ""Egoli Tossell KLK"", ""origin_country"": """"}, {""id"": 90975, ""logo_path"": None, ""name"": ""Alton Road Productions"", ""origin_country"": """"}, {""id"": 21754, ""logo_path"": None, ""name"": ""Ostar Productions"", ""origin_country"": """"}, {""id"": 19037, ""logo_path"": ""/qM8kSqB1a31ctZO8YyQHxx0Vuen.png"", ""name"": ""Umedia"", ""origin_country"": ""BE""}]",2017-06-02,708973,107.0,6.8,105
